JULIAN_DAY,YEAR,L,W,A,TIME,MONTH,DAY
318,2008,105,10.7,14.5,318,11,13
319,2008,105,10.3,11.6,319,11,14
320,2008,105,NA,NA,320,11,15
321,2008,105,10.9,12.8,321,11,16
322,2008,105,11,13,322,11,17
323,2008,105,10.9,13.7,323,11,18
324,2008,105,10.7,13.6,324,11,19
325,2008,105,10.6,14.8,325,11,20
326,2008,105,10.8,14,326,11,21
327,2008,105,10.9,12.8,327,11,22
328,2008,105,10.8,14.4,328,11,23
329,2008,105,NA,NA,329,11,24
330,2008,105,10.3,12.5,330,11,25
331,2008,105,9.9,8.3,331,11,26
332,2008,105,9.9,8.8,332,11,27
333,2008,105,9.5,11.5,333,11,28
334,2008,105,9.4,10.2,334,11,29
335,2008,105,9,8.8,335,11,30
336,2008,105,8.5,7,336,12,1
337,2008,105,9,9.7,337,12,2
338,2008,105,9.4,12.2,338,12,3
339,2008,105,9.9,14.5,339,12,4
340,2008,105,NA,NA,340,12,5
341,2008,105,9.7,12.5,341,12,6
342,2008,105,9.8,13.5,342,12,7
343,2008,105,9.8,13,343,12,8
344,2008,105,9.8,10.9,344,12,9
345,2008,105,9.6,10.3,345,12,10
346,2008,105,9.8,11,346,12,11
347,2008,105,9.8,11.3,347,12,12
348,2008,105,9.6,11.3,348,12,13
349,2008,105,9,6.7,349,12,14
350,2008,105,9.7,10,350,12,15
351,2008,105,9.9,12,351,12,16
352,2008,105,9.7,11.5,352,12,17
353,2008,105,9.6,12.2,353,12,18
354,2008,105,9.6,13.2,354,12,19
355,2008,105,9.5,13.3,355,12,20
356,2008,105,8.9,13.5,356,12,21
357,2008,105,7.9,13.6,357,12,22
358,2008,105,7.4,13.6,358,12,23
359,2008,105,7.1,12,359,12,24
360,2008,105,7.6,7.9,360,12,25
361,2008,105,8,6.6,361,12,26
362,2008,105,7.9,11,362,12,27
363,2008,105,8.4,13.6,363,12,28
364,2008,105,8.6,16,364,12,29
365,2008,105,9.4,16,365,12,30
366,2008,105,9.6,17.5,366,12,31
1,2002,107,8.3,13,1,1,1
2,2002,107,8.9,13,2,1,2
3,2002,107,9.3,10,3,1,3
4,2002,107,NA,NA,4,1,4
5,2002,107,8.3,10,5,1,5
6,2002,107,7.8,8,6,1,6
7,2002,107,7.2,6,7,1,7
8,2002,107,6.3,5,8,1,8
9,2002,107,6.1,9,9,1,9
10,2002,107,5.8,10,10,1,10
11,2002,107,NA,NA,11,1,11
12,2002,107,6.5,13,12,1,12
13,2002,107,7.9,12,13,1,13
14,2002,107,NA,NA,14,1,14
15,2002,107,NA,NA,15,1,15
16,2002,107,8.7,9,16,1,16
17,2002,107,8.2,9,17,1,17
18,2002,107,7.9,10,18,1,18
19,2002,107,8.2,10,19,1,19
20,2002,107,NA,NA,20,1,20
21,2002,107,7.5,10,21,1,21
22,2002,107,7.1,10,22,1,22
23,2002,107,NA,NA,23,1,23
24,2002,107,8.8,12,24,1,24
25,2002,107,9.1,12,25,1,25
26,2002,107,9.4,12,26,1,26
27,2002,107,9.8,15,27,1,27
28,2002,107,10.9,17,28,1,28
29,2002,107,NA,NA,29,1,29
30,2002,107,NA,NA,30,1,30
31,2002,107,10,13,31,1,31
32,2002,107,9.5,13,32,2,1
33,2002,107,9.4,12,33,2,2
34,2002,107,9.7,12,34,2,3
35,2002,107,9.6,13,35,2,4
36,2002,107,NA,NA,36,2,5
37,2002,107,9.8,12,37,2,6
38,2002,107,9.6,12,38,2,7
39,2002,107,10.4,12,39,2,8
40,2002,107,10.5,10,40,2,9
41,2002,107,11,15,41,2,10
42,2002,107,10.7,14,42,2,11
43,2002,107,11.1,18,43,2,12
44,2002,107,11,13,44,2,13
45,2002,107,10.2,8,45,2,14
46,2002,107,NA,NA,46,2,15
47,2002,107,8.1,11,47,2,16
48,2002,107,8.2,11,48,2,17
49,2002,107,7.9,10,49,2,18
50,2002,107,NA,NA,50,2,19
51,2002,107,NA,NA,51,2,20
52,2002,107,9.1,12,52,2,21
53,2002,107,9,12,53,2,22
54,2002,107,9.6,13,54,2,23
55,2002,107,10.3,14,55,2,24
56,2002,107,10.3,11,56,2,25
57,2002,107,NA,NA,57,2,26
58,2002,107,11.1,10,58,2,27
59,2002,107,10.7,9,59,2,28
60,2002,107,9.9,8,60,3,1
61,2002,107,9.3,9,61,3,2
62,2002,107,NA,NA,62,3,3
63,2002,107,NA,NA,63,3,4
64,2002,107,9.1,10,64,3,5
65,2002,107,9.5,11,65,3,6
66,2002,107,10.5,16,66,3,7
67,2002,107,NA,NA,67,3,8
68,2002,107,11.2,12,68,3,9
69,2002,107,11.1,17,69,3,10
70,2002,107,11,12,70,3,11
71,2002,107,11,15,71,3,12
72,2002,107,NA,NA,72,3,13
73,2002,107,10.2,9,73,3,14
74,2002,107,10.1,12,74,3,15
75,2002,107,10.2,11,75,3,16
76,2002,107,9.6,12,76,3,17
77,2002,107,10.8,14,77,3,18
78,2002,107,12,16,78,3,19
79,2002,107,13.4,22,79,3,20
80,2002,107,13.7,22,80,3,21
81,2002,107,13.5,24,81,3,22
82,2002,107,13.4,26,82,3,23
83,2002,107,13.2,25,83,3,24
84,2002,107,13.3,16,84,3,25
85,2002,107,13,18,85,3,26
86,2002,107,13,18,86,3,27
87,2002,107,NA,NA,87,3,28
88,2002,107,12.3,16,88,3,29
89,2002,107,12.3,18,89,3,30
90,2002,107,13.2,20,90,3,31
91,2002,107,13.4,17,91,4,1
92,2002,107,NA,NA,92,4,2
93,2002,107,12.5,8,93,4,3
94,2002,107,NA,NA,94,4,4
95,2002,107,11.1,12,95,4,5
96,2002,107,10.6,12,96,4,6
97,2002,107,10.9,14,97,4,7
98,2002,107,12,16,98,4,8
99,2002,107,12.4,16,99,4,9
100,2002,107,NA,NA,100,4,10
101,2002,107,11.5,7,101,4,11
102,2002,107,10.2,9,102,4,12
103,2002,107,9.5,10,103,4,13
104,2002,107,10.1,12,104,4,14
105,2002,107,11.1,16,105,4,15
106,2002,107,NA,NA,106,4,16
107,2002,107,11.4,12,107,4,17
108,2002,107,12.1,18,108,4,18
109,2002,107,NA,NA,109,4,19
110,2002,107,13.3,25,110,4,20
111,2002,107,14.2,25,111,4,21
112,2002,107,NA,NA,112,4,22
113,2002,107,15.7,24,113,4,23
114,2002,107,16.3,28,114,4,24
115,2002,107,16,24,115,4,25
116,2002,107,16.2,23,116,4,26
117,2002,107,16.5,20,117,4,27
118,2002,107,16.1,16,118,4,28
119,2002,107,15.1,17,119,4,29
120,2002,107,14.4,18,120,4,30
121,2002,107,13.6,11,121,5,1
122,2002,107,12.7,12,122,5,2
123,2002,107,12.1,13,123,5,3
124,2002,107,11.8,11,124,5,4
125,2002,107,12.6,15,125,5,5
126,2002,107,12.6,13,126,5,6
127,2002,107,13,16,127,5,7
128,2002,107,NA,NA,128,5,8
129,2002,107,NA,NA,129,5,9
130,2002,107,NA,NA,130,5,10
131,2002,107,NA,NA,131,5,11
132,2002,107,NA,NA,132,5,12
133,2002,107,NA,NA,133,5,13
134,2002,107,NA,NA,134,5,14
135,2002,107,NA,NA,135,5,15
136,2002,107,15.8,26,136,5,16
137,2002,107,16,16,137,5,17
138,2002,107,15.3,18,138,5,18
139,2002,107,16,23,139,5,19
140,2002,107,15.7,18,140,5,20
141,2002,107,14.7,16,141,5,21
142,2002,107,NA,NA,142,5,22
143,2002,107,13.4,16,143,5,23
144,2002,107,13.4,18,144,5,24
145,2002,107,13.2,16,145,5,25
146,2002,107,13.1,14,146,5,26
147,2002,107,12.9,14,147,5,27
148,2002,107,12.1,14,148,5,28
149,2002,107,13.3,18,149,5,29
150,2002,107,14.1,20,150,5,30
151,2002,107,15.4,29,151,5,31
152,2002,107,16.9,27,152,6,1
153,2002,107,17,24,153,6,2
154,2002,107,16.9,16,154,6,3
155,2002,107,NA,NA,155,6,4
156,2002,107,21.2,11,156,6,5
157,2002,107,18.8,15,157,6,6
158,2002,107,30,15,158,6,7
159,2002,107,25.4,15,159,6,8
160,2002,107,24.1,14,160,6,9
161,2002,107,23,22,161,6,10
162,2002,107,15.1,28,162,6,11
163,2002,107,NA,NA,163,6,12
164,2002,107,17.6,33,164,6,13
165,2002,107,17.8,25,165,6,14
166,2002,107,19,27,166,6,15
167,2002,107,19.9,32,167,6,16
168,2002,107,20.4,29,168,6,17
169,2002,107,NA,NA,169,6,18
170,2002,107,20.2,18,170,6,19
171,2002,107,20,23,171,6,20
172,2002,107,20.4,28,172,6,21
173,2002,107,21,26,173,6,22
174,2002,107,20.7,17,174,6,23
175,2002,107,19,17,175,6,24
176,2002,107,19.1,20,176,6,25
177,2002,107,19,18,177,6,26
178,2002,107,NA,NA,178,6,27
179,2002,107,16.4,18,179,6,28
180,2002,107,16.6,18,180,6,29
181,2002,107,17,19,181,6,30
182,2002,107,16.5,21,182,7,1
183,2002,107,NA,NA,183,7,2
184,2002,107,NA,NA,184,7,3
185,2002,107,NA,NA,185,7,4
186,2002,107,NA,NA,186,7,5
187,2002,107,NA,NA,187,7,6
188,2002,107,NA,NA,188,7,7
189,2002,107,NA,NA,189,7,8
190,2002,107,NA,NA,190,7,9
191,2002,107,NA,NA,191,7,10
192,2002,107,NA,NA,192,7,11
193,2002,107,NA,NA,193,7,12
194,2002,107,NA,NA,194,7,13
195,2002,107,NA,NA,195,7,14
196,2002,107,NA,NA,196,7,15
197,2002,107,NA,NA,197,7,16
198,2002,107,NA,NA,198,7,17
199,2002,107,21.9,33,199,7,18
200,2002,107,21.9,32,200,7,19
201,2002,107,22.6,32,201,7,20
202,2002,107,22.6,24,202,7,21
203,2002,107,21.1,20,203,7,22
204,2002,107,21.4,25,204,7,23
205,2002,107,21.1,25,205,7,24
206,2002,107,22,26,206,7,25
207,2002,107,23.2,25,207,7,26
208,2002,107,23.1,25,208,7,27
209,2002,107,23.8,25,209,7,28
210,2002,107,23,22,210,7,29
211,2002,107,22.2,23,211,7,30
212,2002,107,20.8,19,212,7,31
213,2002,107,20.8,21,213,8,1
214,2002,107,19.1,19,214,8,2
215,2002,107,19.8,24,215,8,3
216,2002,107,20.4,25,216,8,4
217,2002,107,20.1,21,217,8,5
218,2002,107,20.4,22,218,8,6
219,2002,107,NA,NA,219,8,7
220,2002,107,NA,NA,220,8,8
221,2002,107,NA,NA,221,8,9
222,2002,107,NA,NA,222,8,10
223,2002,107,NA,NA,223,8,11
224,2002,107,NA,NA,224,8,12
225,2002,107,NA,NA,225,8,13
226,2002,107,23.1,33,226,8,14
227,2002,107,24,27,227,8,15
228,2002,107,23.8,27,228,8,16
229,2002,107,24,29,229,8,17
230,2002,107,23.4,25,230,8,18
231,2002,107,22.6,23,231,8,19
232,2002,107,22.9,26,232,8,20
233,2002,107,23,25,233,8,21
234,2002,107,22.3,23,234,8,22
235,2002,107,21.7,23,235,8,23
236,2002,107,21.4,23,236,8,24
237,2002,107,21.2,22,237,8,25
238,2002,107,20.9,20,238,8,26
239,2002,107,20.5,16,239,8,27
240,2002,107,19.2,21,240,8,28
241,2002,107,20.2,24,241,8,29
242,2002,107,21.1,29,242,8,30
243,2002,107,21.2,23,243,8,31
244,2002,107,21.3,25,244,9,1
245,2002,107,21.9,29,245,9,2
246,2002,107,21.3,24,246,9,3
247,2002,107,20.8,19,247,9,4
248,2002,107,19.9,20,248,9,5
249,2002,107,19.8,24,249,9,6
250,2002,107,19,18,250,9,7
251,2002,107,18.6,15,251,9,8
252,2002,107,18.1,19,252,9,9
253,2002,107,18,26,253,9,10
254,2002,107,18.3,26,254,9,11
255,2002,107,NA,NA,255,9,12
256,2002,107,23.1,25,256,9,13
257,2002,107,23.4,26,257,9,14
258,2002,107,22.8,29,258,9,15
259,2002,107,23.2,23,259,9,16
260,2002,107,23.7,29,260,9,17
261,2002,107,23.1,22,261,9,18
262,2002,107,23.3,22,262,9,19
263,2002,107,NA,NA,263,9,20
264,2002,107,19.7,22,264,9,21
265,2002,107,18.7,22,265,9,22
266,2002,107,18.1,18,266,9,23
267,2002,107,17.9,20,267,9,24
268,2002,107,17.5,16,268,9,25
269,2002,107,17.4,16,269,9,26
270,2002,107,20.1,19,270,9,27
271,2002,107,20.9,25,271,9,28
272,2002,107,21.3,24,272,9,29
273,2002,107,21.3,17,273,9,30
274,2002,107,22.6,19,274,10,1
275,2002,107,22.1,21,275,10,2
276,2002,107,NA,NA,276,10,3
277,2002,107,20.1,21,277,10,4
278,2002,107,20.3,20,278,10,5
279,2002,107,21.1,21,279,10,6
280,2002,107,20.8,22,280,10,7
281,2002,107,19.9,16,281,10,8
282,2002,107,19,15,282,10,9
283,2002,107,NA,NA,283,10,10
284,2002,107,14.5,12,284,10,11
285,2002,107,14.5,17,285,10,12
286,2002,107,14.3,16,286,10,13
287,2002,107,13.6,17,287,10,14
288,2002,107,13.4,15,288,10,15
289,2002,107,13.3,14,289,10,16
290,2002,107,13.3,16,290,10,17
291,2002,107,13,16,291,10,18
292,2002,107,12.7,23,292,10,19
293,2002,107,13.3,22,293,10,20
294,2002,107,13.5,16,294,10,21
295,2002,107,13.7,15,295,10,22
296,2002,107,13.7,15,296,10,23
297,2002,107,NA,NA,297,10,24
298,2002,107,15.1,18,298,10,25
299,2002,107,15.9,20,299,10,26
300,2002,107,16.1,15,300,10,27
301,2002,107,16.9,22,301,10,28
302,2002,107,17.2,22,302,10,29
303,2002,107,18,17,303,10,30
304,2002,107,18.6,16,304,10,31
305,2002,107,19.9,17,305,11,1
306,2002,107,22.9,18,306,11,2
307,2002,107,24.8,15,307,11,3
308,2002,107,27.7,14,308,11,4
309,2002,107,26.9,12,309,11,5
310,2002,107,13.5,16,310,11,6
311,2002,107,13.2,13,311,11,7
312,2002,107,12,13,312,11,8
313,2002,107,11,13,313,11,9
314,2002,107,12,14,314,11,10
315,2002,107,12.6,15,315,11,11
316,2002,107,12.4,11,316,11,12
317,2002,107,11.8,11,317,11,13
318,2002,107,10.7,11,318,11,14
319,2002,107,10.1,11,319,11,15
320,2002,107,10.1,8,320,11,16
321,2002,107,10,12,321,11,17
322,2002,107,11,12,322,11,18
323,2002,107,11.1,9,323,11,19
324,2002,107,10.6,10,324,11,20
325,2002,107,9.6,10,325,11,21
326,2002,107,9.3,10,326,11,22
327,2002,107,9.4,9,327,11,23
328,2002,107,NA,NA,328,11,24
329,2002,107,NA,NA,329,11,25
330,2002,107,9,12,330,11,26
331,2002,107,10.3,15,331,11,27
332,2002,107,10.6,10,332,11,28
333,2002,107,10.3,11,333,11,29
334,2002,107,10.3,11,334,11,30
335,2002,107,11.5,13,335,12,1
336,2002,107,11.5,9,336,12,2
337,2002,107,10.8,10,337,12,3
338,2002,107,11.1,12,338,12,4
339,2002,107,11.1,10,339,12,5
340,2002,107,10.3,9,340,12,6
341,2002,107,NA,NA,341,12,7
342,2002,107,9.3,4,342,12,8
343,2002,107,8.6,6,343,12,9
344,2002,107,8.9,10,344,12,10
345,2002,107,9.1,9,345,12,11
346,2002,107,9.1,10,346,12,12
347,2002,107,8.8,9,347,12,13
348,2002,107,9.4,12,348,12,14
349,2002,107,9.7,11,349,12,15
350,2002,107,9.6,12,350,12,16
351,2002,107,10.6,15,351,12,17
352,2002,107,11.1,16,352,12,18
353,2002,107,11.2,17,353,12,19
354,2002,107,NA,NA,354,12,20
355,2002,107,10.9,13,355,12,21
356,2002,107,11.9,17,356,12,22
357,2002,107,11.9,14,357,12,23
358,2002,107,11.4,13,358,12,24
359,2002,107,11.8,15,359,12,25
360,2002,107,12.1,11,360,12,26
361,2002,107,12.1,10,361,12,27
362,2002,107,10.5,11,362,12,28
363,2002,107,10,12,363,12,29
364,2002,107,10.5,11,364,12,30
365,2002,107,10.4,11,365,12,31
1,2002,111,7.7,12,1,1,1
2,2002,111,8.1,14.2,2,1,2
3,2002,111,9.1,17.7,3,1,3
4,2002,111,9.7,14.7,4,1,4
5,2002,111,9.7,14.5,5,1,5
6,2002,111,9.1,13.4,6,1,6
7,2002,111,8.2,12.5,7,1,7
8,2002,111,7.5,13.5,8,1,8
9,2002,111,6.8,12,9,1,9
10,2002,111,7,14.4,10,1,10
11,2002,111,7,15.3,11,1,11
12,2002,111,NA,NA,12,1,12
13,2002,111,7.8,15.2,13,1,13
14,2002,111,8.9,14.5,14,1,14
15,2002,111,8.9,11,15,1,15
16,2002,111,9,10.4,16,1,16
17,2002,111,9,13.5,17,1,17
18,2002,111,8.2,13.3,18,1,18
19,2002,111,8.2,13.3,19,1,19
20,2002,111,8.2,16.2,20,1,20
21,2002,111,8.5,16,21,1,21
22,2002,111,NA,NA,22,1,22
23,2002,111,9.3,17.4,23,1,23
24,2002,111,9.8,13.8,24,1,24
25,2002,111,9.8,17,25,1,25
26,2002,111,9.8,19,26,1,26
27,2002,111,10.3,19.8,27,1,27
28,2002,111,10.2,19.2,28,1,28
29,2002,111,NA,NA,29,1,29
30,2002,111,NA,NA,30,1,30
31,2002,111,10.5,13.5,31,1,31
32,2002,111,10.3,19,32,2,1
33,2002,111,10.3,22.5,33,2,2
34,2002,111,10.2,19.3,34,2,3
35,2002,111,10.4,16.5,35,2,4
36,2002,111,NA,NA,36,2,5
37,2002,111,10.2,11.3,37,2,6
38,2002,111,9.4,14,38,2,7
39,2002,111,10.2,18.5,39,2,8
40,2002,111,10.5,17.2,40,2,9
41,2002,111,10.8,17.4,41,2,10
42,2002,111,10.8,22.3,42,2,11
43,2002,111,10.4,20.5,43,2,12
44,2002,111,10.4,18.7,44,2,13
45,2002,111,10.3,11.3,45,2,14
46,2002,111,9.6,8,46,2,15
47,2002,111,9.1,6.5,47,2,16
48,2002,111,8.9,7.5,48,2,17
49,2002,111,9.7,12,49,2,18
50,2002,111,9.8,12.7,50,2,19
51,2002,111,9.7,12.4,51,2,20
52,2002,111,9.8,12.4,52,2,21
53,2002,111,9.8,12,53,2,22
54,2002,111,10.5,13,54,2,23
55,2002,111,10.7,14,55,2,24
56,2002,111,10.7,16.3,56,2,25
57,2002,111,11,19.4,57,2,26
58,2002,111,11.2,16,58,2,27
59,2002,111,NA,NA,59,2,28
60,2002,111,10.7,11,60,3,1
61,2002,111,10.2,12.5,61,3,2
62,2002,111,10.3,13.2,62,3,3
63,2002,111,10.2,15.1,63,3,4
64,2002,111,10.2,10.1,64,3,5
65,2002,111,10.1,11.5,65,3,6
66,2002,111,NA,NA,66,3,7
67,2002,111,11,15,67,3,8
68,2002,111,11.1,14,68,3,9
69,2002,111,11.6,20,69,3,10
70,2002,111,11.9,20.1,70,3,11
71,2002,111,12.7,22,71,3,12
72,2002,111,13.5,24.7,72,3,13
73,2002,111,NA,NA,73,3,14
74,2002,111,NA,NA,74,3,15
75,2002,111,NA,NA,75,3,16
76,2002,111,NA,NA,76,3,17
77,2002,111,NA,NA,77,3,18
78,2002,111,NA,NA,78,3,19
79,2002,111,NA,NA,79,3,20
80,2002,111,NA,NA,80,3,21
81,2002,111,NA,NA,81,3,22
82,2002,111,NA,NA,82,3,23
83,2002,111,NA,NA,83,3,24
84,2002,111,NA,NA,84,3,25
85,2002,111,12.6,16,85,3,26
86,2002,111,NA,NA,86,3,27
87,2002,111,12.1,20,87,3,28
88,2002,111,12.1,17,88,3,29
89,2002,111,12.9,20.5,89,3,30
90,2002,111,13.3,20,90,3,31
91,2002,111,13.8,23.2,91,4,1
92,2002,111,14.4,21,92,4,2
93,2002,111,14.2,12,93,4,3
94,2002,111,11.6,13,94,4,4
95,2002,111,11.5,21.4,95,4,5
96,2002,111,12.4,19.4,96,4,6
97,2002,111,13.2,22,97,4,7
98,2002,111,12.9,19,98,4,8
99,2002,111,12.8,14,99,4,9
100,2002,111,12.2,13.7,100,4,10
101,2002,111,11.4,7.5,101,4,11
102,2002,111,9.8,13,102,4,12
103,2002,111,10.4,13,103,4,13
104,2002,111,10.3,12.8,104,4,14
105,2002,111,10.7,13.5,105,4,15
106,2002,111,11.4,17,106,4,16
107,2002,111,12.1,20.5,107,4,17
108,2002,111,14.5,15.4,108,4,18
109,2002,111,15.7,18.5,109,4,19
110,2002,111,17,21,110,4,20
111,2002,111,17.6,21.7,111,4,21
112,2002,111,18.1,21,112,4,22
113,2002,111,NA,NA,113,4,23
114,2002,111,NA,NA,114,4,24
115,2002,111,NA,NA,115,4,25
116,2002,111,NA,NA,116,4,26
117,2002,111,NA,NA,117,4,27
118,2002,111,NA,NA,118,4,28
119,2002,111,NA,NA,119,4,29
120,2002,111,NA,NA,120,4,30
121,2002,111,NA,NA,121,5,1
122,2002,111,NA,NA,122,5,2
123,2002,111,NA,NA,123,5,3
124,2002,111,NA,NA,124,5,4
125,2002,111,NA,NA,125,5,5
126,2002,111,NA,NA,126,5,6
127,2002,111,NA,NA,127,5,7
128,2002,111,NA,NA,128,5,8
129,2002,111,NA,NA,129,5,9
130,2002,111,NA,NA,130,5,10
131,2002,111,NA,NA,131,5,11
132,2002,111,NA,NA,132,5,12
133,2002,111,NA,NA,133,5,13
134,2002,111,NA,NA,134,5,14
135,2002,111,15.3,31,135,5,15
136,2002,111,17.1,32.7,136,5,16
137,2002,111,17.1,19,137,5,17
138,2002,111,15.6,19.3,138,5,18
139,2002,111,15.7,24.7,139,5,19
140,2002,111,17,31,140,5,20
141,2002,111,16.9,27.3,141,5,21
142,2002,111,16.7,21.5,142,5,22
143,2002,111,15.5,17.3,143,5,23
144,2002,111,15.4,19,144,5,24
145,2002,111,15.5,18,145,5,25
146,2002,111,15.3,16.8,146,5,26
147,2002,111,13.6,17,147,5,27
148,2002,111,14.4,23.5,148,5,28
149,2002,111,14.5,15,149,5,29
150,2002,111,15.8,25,150,5,30
151,2002,111,16.7,28.8,151,5,31
152,2002,111,18.2,31.3,152,6,1
153,2002,111,18.7,24.6,153,6,2
154,2002,111,18.7,18,154,6,3
155,2002,111,17.6,16.2,155,6,4
156,2002,111,15.9,17,156,6,5
157,2002,111,14,18.7,157,6,6
158,2002,111,13.7,19.5,158,6,7
159,2002,111,13.5,16,159,6,8
160,2002,111,13.4,20.7,160,6,9
161,2002,111,14.1,19,161,6,10
162,2002,111,15.2,25.4,162,6,11
163,2002,111,15.8,22.2,163,6,12
164,2002,111,17.2,28,164,6,13
165,2002,111,18.3,35.5,165,6,14
166,2002,111,18.1,24.5,166,6,15
167,2002,111,19.1,31.5,167,6,16
168,2002,111,19.9,30,168,6,17
169,2002,111,19.9,23.2,169,6,18
170,2002,111,19.4,22,170,6,19
171,2002,111,17.9,19.7,171,6,20
172,2002,111,18.3,26,172,6,21
173,2002,111,19.8,25,173,6,22
174,2002,111,19.7,20,174,6,23
175,2002,111,18.7,19.5,175,6,24
176,2002,111,NA,NA,176,6,25
177,2002,111,18.2,27,177,6,26
178,2002,111,18.7,24,178,6,27
179,2002,111,18.4,21,179,6,28
180,2002,111,17.8,18,180,6,29
181,2002,111,16.6,19.3,181,6,30
182,2002,111,17.6,24.5,182,7,1
183,2002,111,17.5,19,183,7,2
184,2002,111,17.2,24.5,184,7,3
185,2002,111,17.9,22,185,7,4
186,2002,111,17.8,22.3,186,7,5
187,2002,111,17.7,19.5,187,7,6
188,2002,111,18.7,24.3,188,7,7
189,2002,111,18.6,23.5,189,7,8
190,2002,111,18.5,24.5,190,7,9
191,2002,111,18.6,24.2,191,7,10
192,2002,111,18.5,21.5,192,7,11
193,2002,111,18.4,26,193,7,12
194,2002,111,18.4,20,194,7,13
195,2002,111,18.1,22.3,195,7,14
196,2002,111,18.2,22.2,196,7,15
197,2002,111,18.2,23,197,7,16
198,2002,111,18.1,23.5,198,7,17
199,2002,111,19.5,30,199,7,18
200,2002,111,20.7,34.5,200,7,19
201,2002,111,21.2,30,201,7,20
202,2002,111,21.2,25.7,202,7,21
203,2002,111,21.2,25,203,7,22
204,2002,111,20.7,26.5,204,7,23
205,2002,111,19.7,20.5,205,7,24
206,2002,111,18.7,22,206,7,25
207,2002,111,18.9,23,207,7,26
208,2002,111,20.4,29.5,208,7,27
209,2002,111,20.9,25.5,209,7,28
210,2002,111,20.9,25,210,7,29
211,2002,111,20.4,21.5,211,7,30
212,2002,111,19.7,23.5,212,7,31
213,2002,111,19,22.5,213,8,1
214,2002,111,18.8,23.7,214,8,2
215,2002,111,18.8,22.5,215,8,3
216,2002,111,19.2,25,216,8,4
217,2002,111,19.2,22.8,217,8,5
218,2002,111,18.9,21,218,8,6
219,2002,111,18.7,22.5,219,8,7
220,2002,111,18.7,22,220,8,8
221,2002,111,18.6,21.5,221,8,9
222,2002,111,17.5,19.6,222,8,10
223,2002,111,16.9,19.5,223,8,11
224,2002,111,16.6,21,224,8,12
225,2002,111,16.9,23.2,225,8,13
226,2002,111,18.2,30.3,226,8,14
227,2002,111,19.4,24.7,227,8,15
228,2002,111,19.6,24,228,8,16
229,2002,111,20.3,27,229,8,17
230,2002,111,20.5,24.7,230,8,18
231,2002,111,21.4,29.5,231,8,19
232,2002,111,21.4,26,232,8,20
233,2002,111,21.4,24.2,233,8,21
234,2002,111,20.4,23,234,8,22
235,2002,111,19.8,23,235,8,23
236,2002,111,19.4,23.5,236,8,24
237,2002,111,19,19.2,237,8,25
238,2002,111,18,22,238,8,26
239,2002,111,17.5,20.5,239,8,27
240,2002,111,17.2,20.3,240,8,28
241,2002,111,16.9,19.7,241,8,29
242,2002,111,16.7,24.5,242,8,30
243,2002,111,17.3,21.5,243,8,31
244,2002,111,17.5,24.5,244,9,1
245,2002,111,17.9,25.2,245,9,2
246,2002,111,18.1,27.3,246,9,3
247,2002,111,18,22.2,247,9,4
248,2002,111,17.7,22,248,9,5
249,2002,111,17.3,22.6,249,9,6
250,2002,111,17.1,24.7,250,9,7
251,2002,111,17.1,24.5,251,9,8
252,2002,111,17.1,22.5,252,9,9
253,2002,111,16.9,26,253,9,10
254,2002,111,17.2,25.5,254,9,11
255,2002,111,17.2,23,255,9,12
256,2002,111,17,24,256,9,13
257,2002,111,17.1,27.4,257,9,14
258,2002,111,17.5,28.5,258,9,15
259,2002,111,17.5,27.5,259,9,16
260,2002,111,18.2,30,260,9,17
261,2002,111,18.5,29,261,9,18
262,2002,111,18.8,30,262,9,19
263,2002,111,19,29.3,263,9,20
264,2002,111,18.9,25,264,9,21
265,2002,111,18.8,22.4,265,9,22
266,2002,111,18.4,19,266,9,23
267,2002,111,17.5,17.6,267,9,24
268,2002,111,16.4,19.2,268,9,25
269,2002,111,15.5,21,269,9,26
270,2002,111,15.2,21.5,270,9,27
271,2002,111,15.3,24.4,271,9,28
272,2002,111,15.6,27.7,272,9,29
273,2002,111,16.3,27.5,273,9,30
274,2002,111,16.6,24,274,10,1
275,2002,111,17.1,23.4,275,10,2
276,2002,111,17.2,23.2,276,10,3
277,2002,111,17.2,22.5,277,10,4
278,2002,111,17.2,21.7,278,10,5
279,2002,111,18.3,21,279,10,6
280,2002,111,18.2,23.8,280,10,7
281,2002,111,18.4,21,281,10,8
282,2002,111,15.8,15.5,282,10,9
283,2002,111,14.7,15.7,283,10,10
284,2002,111,14.1,18.3,284,10,11
285,2002,111,13.6,18,285,10,12
286,2002,111,14.1,21,286,10,13
287,2002,111,14.8,24,287,10,14
288,2002,111,15.4,23,288,10,15
289,2002,111,15.3,21.4,289,10,16
290,2002,111,15.2,16,290,10,17
291,2002,111,14.3,19.7,291,10,18
292,2002,111,13.3,23,292,10,19
293,2002,111,14.4,27,293,10,20
294,2002,111,15.3,25,294,10,21
295,2002,111,15.3,23.7,295,10,22
296,2002,111,15.3,16.4,296,10,23
297,2002,111,14.5,18.5,297,10,24
298,2002,111,14.5,25.2,298,10,25
299,2002,111,15,24.5,299,10,26
300,2002,111,14.9,20.7,300,10,27
301,2002,111,14.9,22,301,10,28
302,2002,111,15.4,25.7,302,10,29
303,2002,111,15.4,21.6,303,10,30
304,2002,111,15.1,17,304,10,31
305,2002,111,14.6,21.5,305,11,1
306,2002,111,14.3,23.2,306,11,2
